Unnamed: 0,Factory Name (En),Factory Name (Ar),Phone Number,Factory Email,Emirate, Products,Unnamed: 7,Unnamed: 8,Unnamed: 9,Activities,Unnamed: 11,Unnamed: 12
,,,,,,48026200,- - ln sheets with one side not exceeding 435 mmmm and the other sid not exceeding 297 mm in the unfolded state,, - -  بشكل صفائح لا يتجاوز أحد جانبيها 435 مم ولا يتجاوز الجانب الآخر 297 مم بحالتها غير المطوية ,,,
,,,,,,39241020,"     - - -  Forks, spoons, and knives",,  ـ ـ ـ شوك وملاعق وسكاكين,,,
,,,,,,39241039,  - - - - Other,,  - - - - غيرها ,,,
,WINNING STAR LABELS TAPES FACTORY - L.L.C,مصنع وينينغ ستار للأشرطة اللاصقة ذ م م,056-7268181,info@winningstarinternational.com,Ajman,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,48231200,"Self-adhesive paper, in strips or rolls.",,ورق ذاتي اللصق، بشكل أشرطة أو لفات من عجائن الورق أو الورق أو حشو السليلوز أو طبقات من ألياف سليلوزية,1709017,صناعة الأشرطة اللاصقة الورقية,Self Adhesive Labels Manufacturing
,WINTER REFRIGERATION INDUSTRIAL EQUIPMENT MANUFACTURING L.L.C,وينتر ريفرجريشن لصناعة المعدات الصناعية ش.ذ.م.م,043241075,s.m@winter.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,84186100, - - Heat pumps other than air conditioning machines of heading 84.15,, - - مضخات حرارية عدا أجهزة تكييف الهواء الداخلة في البند 84.15,2819207,صناعة معدات التبريد أو التجميد الصناعية,Industrial Refrigerating or Freezing Equipment Manufacturing
,,,,,,84189910, - - - Compression-type refrigerating units ,,- - - وحدات إحداث البرودة تعمل بالضغط ,2819908,Heat Exchangers Manufacturing,Heat Exchangers Manufacturing
,,,,,,84189990, - - - Other ,,- - - غيرها ,,,
,WONDER BAKERY L.L.C,مخبز وندر ش.ذ.م.م,0509001443,info@wonderbakeryintl.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,19059050,- - - Cake (gateau) and the like,,- - - كيك ، جاتو وما يماثله ,1071002,صناعة المنتجات الطازجة من المعجنات والفطائر والمخبوزات المحشوة,"Fresh Products, Pastry, and Baked Stuffed Manufacturing"
,,,,,,19059030,"- - -Pastry, including pizzas",,- - - فطائر، بما فيها فطائر (البيتزا) ,1071005,صناعة منتجات المخابز الجافة,Dry Bakery Products Manufacturing
,,,,,,19059010,- - - Ordinary bread of any kind,,- - - خبز عادي (عيش) بانواعه ,,,
,WONDER NEON (L.L.C.),نيون العجائب (ش. ذ. م. م.),042621048,wonderneon@hotmail.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,94056000," - Illuminated signs, illuminated name-plates and the like",,- إشارات مضيئة ولوحات إرشادية أو إعلانية مضيئة وما يماثلها ,2790007,صناعة اللوحات - اللافتات- الكهربائية,Electrical Signs Manufacturing
,Wonu International FZCO,ونو العالمية ش م ح,048861590,wonu@wonuintl.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,63014000,"- Blankets (other than electric blankets) and travelling rugs, of synthetic fibres",,- بطانيات (عدا الكهربائية) ، وأحرمة ، من ألياف تركيبية  ,1392002,صناعة الستائر والشراشف وأغطية الأثاث أو الماكينات الجاهزة,"Made-Up Curtains, Bedspreads and Furniture  or Machines Covers Manufacturing"
,,,,,,,,,,1392003,صناعة البطانيات,Blankets Manufacturing
,WOOD PACKERS PALLETS (L L C),شركة الحزمة الخشبية للمنصات (ش ذ م م),048804183,finance@tggroup.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,44152000,"- Pallets, box pallets and other load boards; pallet collars ",, - طبليات وطبليات صناديق وألواح تحميل اخر وأطواق طبليات,1623005,صناعة المنصـات بكافة انواعها وألواح التحميل الاخرى الخشـبية,Wooden Pallets of All Kinds and Other Load Boards Manufacturing
,WOOD PECKER FURNITURE INDUSTRY (L.L.C),نقار الخشب لصناعة الاثاث ( ش . ذ . م . م ),043471151,w_pecker@emirates.net.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,94035090,- - - Other,,- - - غيرها ,3100002,صناعة أثاث المطابخ,Kitchen Furniture Manufacturing
,,,,,,94034090,- - - Other,,- - - غيرها ,3100001,صناعة الأثاث المنزلي,House Furniture Manufacturing
,,,,,,,,,,1622002,صناعة الابواب الخشبية مقاومة للحريق,Fireproof Wooden Doors Manufacturing
,,,,,,,,,,1622001,صناعة  الابواب والنوافذ ومصاريعها واطرها الخشبية,"Wooden Doors, Windows, Shutters and Their Frames Manufacturing"
,WOOD STYLE FURNITURE INDUSTRY (L.L.C),وود ستايل لصناعة الاثاث (ش.ذ.م.م),0544244477,info@wsfi.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,44209020,"- - - Articles of wooden furniture,other than those of chapter 94, ( brush hangers,letter trays for office use, ashtrays  . . . etc.)",,- - - أصناف التأثيث من الخشب التي لا تؤلف أثاثاً بالمعنى المقصود في الفصل 94 (تعاليق للفراجين، صواني فرز المراسلات للوضع على المكاتب، طفايات السجائر . . الخ ) ,3100002,صناعة أثاث المطابخ,Kitchen Furniture Manufacturing
,,,,,,44209090,- - - Other,,- - - غيرها ,3100001,صناعة الأثاث المنزلي,House Furniture Manufacturing
,,,,,,44182000,- Doors and their frames and thresholds,,- أبواب وأطرها وعتباتها ,1622002,صناعة الابواب الخشبية مقاومة للحريق,Fireproof Wooden Doors Manufacturing
,,,,,,94032040, - - - Floor-mounted portable curtains,, - - - ستائر متحركة ترتكز على الأرض ,3100007,صناعة الأثاث المكتبي,Office Furniture Manufacturing
,,,,,,94021090,- - - Other,,- - - غيرها ,,,
,,,,,,94034090,- - - Other,,- - - غيرها ,,,
,,,,,,94035020,- - - Wardrobes,,- - - خزائن الملابس ,,,
,,,,,,94035090,- - - Other,,- - - غيرها ,,,
,,,,,,94033090,- - - Other,,- - - غيرها ,,,
,,,,,,94033010,  - - - Desks,,- - - طاولات (مكاتب) ,,,
,WORKSPACE FURNITURE INDUSTRY LLC,وورك اسبيس لصناعة الثاث ش.ذ.م.م,055-2120111,ACCOUNTS@WORKSPACE.AE,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,84185000," - Other furniture (chests, cabinets, display counters, show-cases and the like) for storage and display, incorporating refrigerating or 0%zing equipment",, - أثاث آخر (صناديق وخزائن وكونترات عرض وواجهات عرض وما يماثلها) للحفظ والعرض مشتملة على أجهزة تبريد أو تجميد ,3100002,صناعة أثاث المطابخ,Kitchen Furniture Manufacturing
,,,,,,94031010,  - - - Desks,,- - - طاولات (مكاتب) ,3100007,صناعة الأثاث المكتبي,Office Furniture Manufacturing
,,,,,,44189090,"Builders' joinery & carpentry of wood, n.e.s.",,مصنوعات نجارة للتركيب في الأبنية وأصناف من خشب للأغراض الإنشائية، بما في ذلك ألواح الخشب الخلوية (غ.م.ك),,,
,,,,,,94039100,"Parts of furniture, n.e.s. of wood ",, أجزاء أثاث أُخر من خشب,,,
,WORLD PACK INDUSTRIES L.L.C,ورلد باك للصناعات ش ذ م م,044232665,prakash@worldpack.ae,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,39199000, - Other,,ـ غيرها,1701003,تجهيز ومعالجة الورق والورق المقوى,Paper and Paperboard Processing
,WORLD THERMAL INSULATION MATERIALS LLC,العالم الحراري لصناعة المواد العازلة ذ م م ,0501744431,JAMALAKNIMS@GMAIL.COM,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,29011030,- - - Pentanes,,- - - بنتانات ,2819204,صناعة  لوازم تكييف الهواء,Air Conditioners Requisites Manufacturing
,WORLD WIDE STEEL INDUSTRIES L.L.C,انحاء العالم للصناعات ذ.م.م,0567575659,nishanu93@gmail.com,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,73089040,"- - - Scaffoldings props, platforms and fittings",,- - - سقالات ومنصات لوازم شد السقالات ,1622008,صناعة العوارض والدعائم والسقالات الخشبية,Wooden Scaffolds and Supports Manufacturing
,,,,,,73084000,"- Equipment for scaffolding, shuttering, propping or pitpropping",,- دعامات (مساند) ومعدات مماثلة للسقالات ، أو لهياكل المنشآت المؤقتة أو لدعامات المناجم ,,,
,XCALIBUR EMIRATES LLC,اكس كاليبور الامارات ذ م م,065352023,uae@x-calibur.us,Sharjah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,38244000,"- Prepared Additives for cements, mortars or concretes",,ـ محضرات تضاف  للاسمنت أو الملاط أو الخرسانة ,2011010,صناعة المركبات الكيماوية غير عضوية,Inorganic Chemical Compounds Manufacturing
,,,,,,39069000,- Other,,ـ غيرها,,,
,,,,,,39091000,- Urea resins; thiourea resins ,,ـ راتنجات يوريا؛ راتنجات ثيويوريا,,,
,,,,,,25239000,- Other hydraulic cements,,- انواع اسمنت مائي اخر ,,,
,,,,,,32141010,  - - - Oil based mastics for glazier`s putty ,, - - - معاجين أساسها الزيت لتثبيت الزجاج ,,,
,,,,,,32082010,  - - - Varnish,, - - - ورنيش ,,,
,,,,,,29141200,- - Butanone (Methyl ethyl ketone),,- - بوتانون (ميثيل أثيل كيتون) ,,,
,,,,,,13019099,- - - - Other,,- - - - غيرها ,,,
,,,,,,40021100,- - Latex,,- - من عصارات المطاط الطبيعي (لاتكس),,,
,XCHEM INTERNATIONAL L.L.C,شركة اكس كيم إنترناشيونال ذ م م,0527555019,ali@xchem.ae,Ras Al Khaimah,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,35069100, - - Adhesives based on polymers of headings 39.01 to 39.13 or on rubber ,,ـ ـ مواد لاصقة أساسها البوليميرات الداخلة في البنود  من   39.01  الي 39.13  أو  المطاط  ,2022003,صناعة مركبات السد الغير حراري وما يماثلها,Caulking Compounds and Similar Manufacturing
,,,,,,35061000,"- Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg ",,ـ منتجات  صالحة للاستعمال كغراء أو كمواد لاصقة، مهيأة للبيع بالتجزئة كغراء أو كمواد لاصقة، لا يتجاوز وزنها الصافي 1 كغ ,,,
,,,,,,35069900, - - Other,,ـ ـ غيرها,,,
,,,,,,32091010,  - - - Varnish,, - - - ورنيش ,,,
,XOCOLATL (L.L.C.),اكسكولاتل (ش.ذ.م.م),043984622,XOCOLATLME@XOCOLATL.COM,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,21069060,"- - - Pastes based on sugar, containing added fat, milk or nuts, not suitable for direct consumption as confectionery,but used as fillings, .etc, (for chocolates, fancy biscuits, pies, cakes,.etc.)",,- - - عجائن أساسها السكر ومحتوية على دهن مضاف ولبن أو مكسرات وغير صالحة للإستهلاك مباشرة كمصنوعات سكرية ولكنها تستعمل كحشوة . . الخ ( للشوكلاته، للبسكويت الفاخر، للفطائر، للكعك، .. الخ) ,1073102,صناعة الشيكولاته وحلوي الشيكولاته,Chocolate and Chocolate Confectionery Manufacturing
,,,,,,,,,,1073901,صناعة الحلويات السكرية,Manufacture of Sweets
,XPANEL BUILDING SOLUTIONS INSULATION METAL PANELS MANUFACTURING L.L.C,اكس بانل بيلدينغ سوليوشنز لصناعه الالواح المعدنيه  العازله ش ذ م م ,0559691115,BEDIRELSEIDY@GMAIL.COM,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,01019000,- Other,, - غيرها ,2599305,صناعة الألواح المعدنية المعزولة,Insulated Metal Plates Manufacturing
,XTRAMIX CONCRETE SOLUTIONS LLC,اكسترامكس للحلول الخرسانية ذ م م,025501505,xtramix@aje.ae,Abu Dhabi,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,68101990,- - - Other,,- - - غيرها ,2395002,صناعة الخرسانة الجاهزة والخلطات الخرسانية الجافة والملاط,Ready-mix and Dry-mix Concrete and Mortars Manufacturing
,Y G M STEEL FABRICATION LLC,واي جي ام للحدادة ش.ذ.م.م.,054-5992080,mingfei.li@ygmglobal.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
,,,,,,84312000, - Of machinery of heading 84.27 ,, - للآلات والأجهزة الداخلة في البند 84.27  ,2816007,صناعة أجزاء مخصّصة لمعدات الرفع والمناولة,Lifting and Handling Equipment Specialized Parts Manufacturing
,Y K M MIDDLE EAST LLC,واي كيه ام ميدل ايست (ش.ذ.م.م),0508570083,coordinator@ykmgroup.com,Dubai,Product HSCode,Product Description (En),,Product Description (Ar),ISIC4Code,Activity (Ar),Activity (En)
